# Supplementary Table 3. Transcription units (TU) defined by SEnd-seq. TUs were defined based on E. coli genome NC_000913.3 and the TSS and TTS detected in this work. The genes covered by each TU are listed.,,,,,
start,stop,strand,length,genes_number,genes_names
4004814,4005841,+,1028,1,pldA
4005834,4008435,+,2602,2,rhtC:recQ
4007725,4008435,+,711,1,rhtC
4009067,4011086,+,2020,3,pldB:yigM:yigL
4008395,4009085,-,691,1,rhtB
4009103,4011086,+,1984,3,pldB:yigL:yigM
4008395,4009136,-,742,1,rhtB
4008395,4009152,-,758,1,rhtB
4010372,4011086,+,715,2,yigL:yigM
4012885,4015349,+,2465,1,metE
4013045,4015349,+,2305,1,metE
4015998,4017233,+,1236,1,udp
4016184,4017233,+,1050,1,udp
4015316,4016202,-,887,1,ysgA
4015316,4016225,-,910,1,ysgA
4016387,4017233,+,847,1,udp
4018631,4023540,+,4910,8,tatA:tatC:rmuC:tatB:ubiE:esrE:ubiB:ubiJ
4018827,4023540,+,4714,7,ubiE:tatB:tatA:tatC:esrE:ubiJ:ubiB
4021384,4023540,+,2157,4,ubiB:tatA:tatC:tatB
4021399,4023540,+,2142,4,ubiB:tatB:tatC:tatA
4021674,4023540,+,1867,4,tatB:tatC:tatA:ubiB
4021686,4023540,+,1855,4,tatB:tatC:tatA:ubiB
4021762,4023540,+,1779,4,ubiB:tatC:tatA:tatB
4021909,4023540,+,1632,3,tatB:tatA:tatC
4027233,4027807,-,575,1,fadA
4027233,4028820,-,1588,2,fadA:fadB
4027233,4031013,-,3781,2,fadA:fadB
4035238,4042498,+,7261,7,rrfA:rrlA:rrsA:alaT:ileT:yihD:srkA
4037365,4042498,+,5134,4,srkA:yihD:rrfA:rrlA
4037518,4042498,+,4981,4,yihD:srkA:rrfA:rrlA
4040516,4042498,+,1983,3,srkA:yihD:rrfA
4040813,4042044,-,1232,2,mobB:mobA
4042046,4042498,+,453,2,srkA:yihD
4042046,4044090,+,2045,3,dsbA:yihD:srkA
4040813,4042142,-,1330,2,mobA:mobB
4042390,4044090,+,1701,2,srkA:dsbA
4040813,4043148,-,2336,2,mobA:mobB
4040813,4044782,-,3970,2,mobB:mobA
4045632,4046626,-,995,1,yihG
4040813,4046626,-,5814,3,mobB:yihG:mobA
4046938,4050006,+,3069,2,spf:polA
4049898,4050006,+,109,1,spf
4049970,4050793,-,824,1,yihA
4049970,4051018,-,1049,1,yihA
4051035,4051274,+,240,1,csrC
4051307,4053617,+,2311,2,hemN:yihI
4051318,4053617,+,2300,2,hemN:yihI
4051942,4053617,+,1676,1,hemN
4053421,4053777,-,357,1,yshB
4053421,4053810,-,390,1,yshB
4053421,4056371,-,2951,3,glnG:glnL:yshB
4053421,4058106,-,4686,4,glnG:glnL:glnA:yshB
4056427,4058106,-,1680,1,glnA
4058172,4060279,+,2108,1,typA
4053421,4058220,-,4800,4,yshB:glnA:glnL:glnG
4056427,4058220,-,1794,1,glnA
4058325,4060279,+,1955,1,typA
4058380,4060279,+,1900,1,typA
4074644,4078473,+,3830,5,yiiD:yihX:yihW:dtd:yihY
4075528,4078473,+,2946,4,yiiD:yihY:dtd:yihX
4076966,4078473,+,1508,3,dtd:yihY:yiiD
4077122,4078473,+,1352,2,dtd:yiiD
4080257,4081361,-,1105,2,fdhE:fdoI
4080257,4081569,-,1313,2,fdoI:fdhE
4080257,4081594,-,1338,2,fdhE:fdoI
4085906,4086894,+,989,1,fdhD
4085937,4086894,+,958,1,fdhD
4080257,4085963,-,5707,4,fdoH:fdhE:fdoI:fdoG
4085986,4086894,+,909,1,fdhD
4080257,4086038,-,5782,4,fdoI:fdoG:fdoH:fdhE
4100758,4101512,+,755,1,sodA
4100758,4102726,+,1969,2,sodA:kdgT
4101622,4102726,+,1105,1,kdgT
4103507,4105685,-,2179,2,cpxA:cpxR
4103507,4105761,-,2255,2,cpxR:cpxA
4105784,4106386,+,603,1,cpxP
4103507,4105960,-,2454,2,cpxA:cpxR
4103507,4106033,-,2527,2,cpxA:cpxR
4106448,4108722,+,2275,2,pfkA:fieF
4106861,4108722,+,1862,2,pfkA:fieF
4107471,4108722,+,1252,1,pfkA
4108804,4109874,+,1071,1,sbp
4108825,4109874,+,1050,1,sbp
4109905,4110734,+,830,1,cdh
4110702,4111569,-,868,1,tpiA
4110702,4111645,-,944,2,tpiA:yiiQ
4112066,4112832,+,767,1,yiiR
4112066,4113796,+,1731,3,uspD:yiiR:yiiS
4110702,4112237,-,1536,2,yiiQ:tpiA
4112289,4112832,+,544,1,yiiR
4112289,4113796,+,1508,3,yiiS:yiiR:uspD
4112870,4113796,+,927,2,uspD:yiiS
4112930,4113796,+,867,2,yiiS:uspD
4110702,4114497,-,3796,3,tpiA:yiiQ:fpr
4113599,4114497,-,899,1,fpr
4114520,4115603,-,1084,1,glpX
4113599,4115603,-,2005,2,glpX:fpr
4115642,4117754,-,2113,2,glpK:glpF
4114520,4118161,-,3642,3,glpK:glpX:glpF
4115642,4118161,-,2520,2,glpK:glpF
4118178,4118843,+,666,1,zapB
4118239,4118843,+,605,1,zapB
4115642,4118256,-,2615,2,glpF:glpK
4118281,4118843,+,563,1,zapB
4118323,4118843,+,521,1,zapB
4118426,4118843,+,418,1,zapB
4118814,4119356,-,543,1,rraA
4118814,4120407,-,1594,2,menA:rraA
4118814,4122348,-,3535,4,hslU:rraA:menA:hslV
4120362,4122348,-,1987,2,hslV:hslU
4120362,4123368,-,3007,3,hslV:hslU:ftsN
4122315,4123368,-,1054,1,ftsN
4120362,4123524,-,3163,4,hslV:hslU:ftsN:cytR
4120362,4124510,-,4149,4,ftsN:cytR:hslV:hslU
4122315,4124510,-,2196,2,ftsN:cytR
4126514,4127264,+,751,1,rpmE
4126859,4127264,+,406,1,rpmE
4126910,4127264,+,355,1,rpmE
4127853,4128466,-,614,2,yiiX:metJ
4127853,4128529,-,677,2,yiiX:metJ
4127853,4128764,-,912,2,yiiX:metJ
4129154,4132448,+,3295,2,metL:metB
4129259,4132448,+,3190,2,metB:metL
4131640,4132448,+,809,1,metL
4133788,4136061,+,2274,1,katG
4135426,4136061,+,636,1,katG
4137894,4138573,-,680,1,gldA
4137894,4139097,-,1204,2,gldA:fsaB
4137894,4139381,-,1488,2,gldA:fsaB
4148364,4150355,-,1992,1,eptC
4150401,4153187,-,2787,1,ppc
4148364,4153187,-,4824,2,eptC:ppc
4148364,4153289,-,4926,2,ppc:eptC
4150401,4153289,-,2889,1,ppc
4154886,4158272,+,3387,3,argB:argH:argC
4156414,4158272,+,1859,2,argH:argB
4157321,4158272,+,952,1,argH
4158350,4159504,+,1155,1,oxyR
4158456,4159504,+,1049,1,oxyR
4159344,4160822,-,1479,1,sthA
4160844,4162266,+,1423,2,fabR:yijD
4161045,4162266,+,1222,2,yijD:fabR
4161056,4162266,+,1211,2,fabR:yijD
4161078,4162266,+,1189,2,yijD:fabR
4161457,4162266,+,810,2,yijD:fabR
4162134,4162921,-,788,1,trmA
4162134,4163295,-,1162,1,trmA
4159344,4163295,-,3952,2,sthA:trmA
4163398,4165573,+,2176,2,btuB:murI
4162134,4163615,-,1482,1,trmA
4165398,4165573,+,176,2,btuB:murI
4168488,4177185,+,8698,9,tyrU:murB:thrU:rrlB:birA:rrfB:tufB:thrT:glyT
4168640,4177185,+,8546,9,rrlB:tyrU:thrU:murB:birA:glyT:thrT:rrfB:tufB
4172033,4177185,+,5153,7,murB:thrU:tyrU:glyT:thrT:tufB:birA
4172033,4180995,+,8963,13,rplA:nusG:rplK:birA:thrT:glyT:tufB:rplL:tyrU:rplJ:thrU:secE:murB
4171933,4172129,-,197,0,none
4174045,4175107,-,1063,1,coaA
4171933,4175107,-,3175,1,coaA
4175277,4177185,+,1909,5,tyrU:thrU:tufB:glyT:thrT
4175277,4180995,+,5719,11,thrU:secE:rplJ:tyrU:rplL:tufB:glyT:thrT:rplA:nusG:rplK
4175380,4177185,+,1806,5,thrU:tyrU:tufB:glyT:thrT
4175380,4180995,+,5616,11,rplL:nusG:rplA:rplK:tufB:thrT:glyT:tyrU:rplJ:thrU:secE
4177243,4180995,+,3753,6,rplL:rplK:rplA:nusG:secE:rplJ
4177243,4178363,+,1121,2,nusG:secE
4178353,4180995,+,2643,4,rplL:rplA:rplK:rplJ
4171933,4179301,-,7369,1,coaA
4179622,4180995,+,1374,2,rplJ:rplL
4179622,4186365,+,6744,4,rpoC:rplL:rpoB:rplJ
4179622,4189619,+,9998,4,rpoC:rplL:rplJ:rpoB
4189099,4189619,+,521,1,rpoC
4196685,4200605,+,3921,6,yjaG:hemE:yjaH:hupA:nudC:nfi
4196697,4200605,+,3909,6,yjaG:hupA:yjaH:hemE:nfi:nudC
4196185,4196862,-,678,1,rsd
4196185,4196953,-,769,1,rsd
4196185,4197329,-,1145,1,rsd
4197691,4200605,+,2915,5,nfi:yjaH:hupA:hemE:yjaG
4198656,4200605,+,1950,5,yjaH:hupA:hemE:yjaG:nfi
4199479,4200605,+,1127,3,hupA:yjaH:yjaG
4200088,4200605,+,518,3,yjaG:hupA:yjaH
4200175,4200605,+,431,2,hupA:yjaH
4204562,4207056,-,2495,2,purH:purD
4209890,4215276,+,5387,4,yjaA:metA:rrfE:rrlE
4209890,4218963,+,9074,7,yjaA:aceB:metA:aceA:aceK:rrfE:rrlE
4210042,4215276,+,5235,4,rrfE:rrlE:metA:yjaA
4210042,4218963,+,8922,7,yjaA:aceB:rrlE:rrfE:metA:aceK:aceA
4214234,4215276,+,1043,1,metA
4214234,4218963,+,4730,4,metA:aceK:aceA:aceB
4215403,4218963,+,3561,3,aceB:aceK:aceA
4222764,4223652,-,889,1,iclR
4222764,4223743,-,980,1,iclR
4223786,4227570,+,3785,1,metH
4227601,4229450,+,1850,1,yjbB
4229374,4230168,-,795,1,pepE
4229374,4230278,-,905,1,pepE
4230335,4231457,+,1123,1,rluF
4231163,4231654,-,492,1,yjbD
4229374,4231654,-,2281,2,yjbD:pepE
4231843,4233537,-,1695,1,lysC
4229374,4233537,-,4164,3,yjbD:pepE:lysC
4231163,4233537,-,2375,2,yjbD:lysC
4233549,4234686,+,1138,1,pgi
4233549,4235596,+,2048,1,pgi
4233666,4235596,+,1931,1,pgi
4233666,4234686,+,1021,1,pgi
4231843,4233677,-,1835,1,lysC
4233721,4235596,+,1876,1,pgi
4233721,4234686,+,966,1,pgi
4235853,4236241,+,389,1,yjbE
4239081,4239775,+,695,1,yjbH
4240733,4246464,-,5732,4,malE:malG:xylE:malF
4242530,4246464,-,3935,3,malE:malG:malF
4245093,4246464,-,1372,1,malE
4246735,4250532,+,3798,3,malM:malK:lamB
4248837,4250532,+,1696,2,lamB:malM
4252481,4253924,+,1444,2,ubiC:ubiA
4252481,4254035,+,1555,2,ubiA:ubiC
4256352,4257766,+,1415,3,dinF:dgkA:lexA
4256456,4257766,+,1311,3,dgkA:lexA:dinF
4256456,4258967,+,2512,3,dinF:dgkA:lexA
4253893,4256502,-,2610,1,plsB
4253893,4256598,-,2706,1,plsB
4256607,4257766,+,1160,3,lexA:dgkA:dinF
4253893,4256635,-,2743,1,plsB
4257086,4257766,+,681,2,lexA:dinF
4257086,4258967,+,1882,2,dinF:lexA
4257086,4259483,+,2398,3,dinF:yjbJ:lexA
4258525,4258967,+,443,1,dinF
4258525,4259483,+,959,2,yjbJ:dinF
4259178,4259483,+,306,1,yjbJ
4261469,4262764,+,1296,1,dusA
4261591,4262764,+,1174,1,dusA
4261591,4263245,+,1655,2,pspG:dusA
4262813,4263245,+,433,1,pspG
4264282,4266922,+,2641,2,alr:dnaB
4263213,4264304,-,1092,1,qorA
4265587,4266922,+,1336,2,alr:dnaB
4265587,4268345,+,2759,3,tyrB:dnaB:alr
4267081,4268345,+,1265,1,tyrB
4269354,4270159,+,806,1,aphA
4269354,4271046,+,1693,3,yjbR:yjbQ:aphA
4270213,4271046,+,834,2,yjbQ:yjbR
4273288,4274757,+,1470,1,ssb
4271016,4273933,-,2918,1,uvrA
4274014,4274757,+,744,1,ssb
4274083,4274757,+,675,1,ssb
4274097,4274757,+,661,1,ssb
4274725,4275172,-,448,1,yjcB
4277022,4277423,-,402,1,soxS
4277445,4277960,+,516,1,soxR
4277926,4278066,-,141,1,ryjA
4278307,4279876,+,1570,1,yjcD
4278307,4281712,+,3406,2,yjcE:yjcD
4278317,4279876,+,1560,1,yjcD
4278317,4281712,+,3396,2,yjcE:yjcD
4279913,4281712,+,1800,1,yjcE
4283215,4283640,-,426,1,actP
4283215,4284381,-,1167,1,actP
4283215,4287391,-,4177,3,yjcH:acs:actP
4294372,4296438,+,2067,1,gltP
4295797,4297149,-,1353,1,yjcO
4297178,4298657,-,1480,1,fdhF
4297178,4299451,-,2274,1,fdhF
4306823,4307313,+,491,0,none
4306824,4307313,+,490,0,none
4312063,4313016,-,954,1,alsR
4313257,4314440,+,1184,2,yjdP:rpiB
4313897,4314440,+,544,1,yjdP
4314216,4315623,-,1408,3,phnO:phnN:phnP
4330319,4332116,+,1798,2,proP:pmrR
4330406,4332116,+,1711,2,proP:pmrR
4332080,4333968,-,1889,3,basR:eptA:basS
4332080,4334291,-,2212,3,basR:eptA:basS
4344807,4345582,-,776,1,yjdF
4347360,4347820,-,461,1,dcuB
4349217,4350552,-,1336,2,dcuR:dcuS
4349217,4351686,-,2470,2,dcuS:dcuR
4351812,4352488,+,677,2,yjdI:yjdJ
4353153,4354805,-,1653,1,lysU
4353153,4355595,-,2443,2,dtpC:lysU
4356429,4360106,-,3678,2,cadA:cadB
4362512,4363330,-,819,2,yjdC:pheU
4362512,4365391,-,2880,4,yjdC:pheU:cutA:dsbD
4365437,4368431,-,2995,2,aspA:dcuA
4366837,4368431,-,1595,1,aspA
4365437,4368451,-,3015,2,aspA:dcuA
4366837,4368451,-,1615,1,aspA
4366837,4368461,-,1625,1,aspA
4365437,4368461,-,3025,2,dcuA:aspA
4366837,4368484,-,1648,1,aspA
4368592,4369187,+,596,1,fxsA
4368602,4369187,+,586,1,fxsA
4366837,4370455,-,3619,2,aspA:yjeH
4370615,4372729,+,2115,2,groS:groL
4370615,4373349,+,2735,3,yjeI:groS:groL
4372760,4373349,+,590,1,yjeI
4366837,4374311,-,7475,3,yjeJ:yjeH:aspA
4375346,4376301,+,956,1,efp
4375564,4376301,+,738,1,efp
4375564,4376734,+,1171,3,ecnA:ecnB:efp
4375654,4376301,+,648,1,efp
4375654,4376734,+,1081,3,ecnB:ecnA:efp
4376509,4376734,+,226,1,ecnB
4376509,4377329,+,821,2,ecnB:sugE
4376798,4377329,+,532,1,sugE
4378962,4382414,-,3453,4,frdA:frdD:frdB:frdC
4382616,4383676,+,1061,1,epmA
4389169,4391544,-,2376,3,psd:rsgA:mscM
4391560,4392711,+,1152,4,orn:glyY:glyX:glyV
4391560,4392316,+,757,1,orn
4389169,4391589,-,2421,3,rsgA:mscM:psd
4392218,4392711,+,494,3,glyV:glyY:glyX
4392311,4392711,+,401,3,glyX:glyY:glyV
4395178,4400650,+,5473,6,miaA:amiB:nnr:tsaE:hfq:mutL
4395178,4404365,+,9188,9,hflX:hflK:nnr:amiB:miaA:mutL:hflC:tsaE:hfq
4397099,4400650,+,3552,4,amiB:miaA:hfq:mutL
4397099,4404365,+,7267,7,hflC:mutL:hfq:hflK:hflX:miaA:amiB
4399051,4400650,+,1600,3,miaA:mutL:hfq
4399051,4404365,+,5315,6,hflK:hflX:miaA:hflC:mutL:hfq
4399397,4400650,+,1254,2,miaA:hfq
4399397,4404365,+,4969,5,hflC:hfq:hflX:hflK:miaA
4399800,4400650,+,851,2,hfq:miaA
4399800,4404365,+,4566,5,hfq:hflC:miaA:hflX:hflK
4402976,4404365,+,1390,2,hflC:hflK
4403334,4404365,+,1032,1,hflC
4404659,4406079,+,1421,1,purA
4406123,4410051,+,3929,3,rlmB:nsrR:rnr
4406152,4410051,+,3900,3,rlmB:rnr:nsrR
4408803,4410051,+,1249,2,rlmB:rnr
4414248,4415996,+,1749,1,aidB
4415669,4415996,+,328,1,aidB
4415956,4416764,-,809,2,bsmA:yjfN
4415956,4416869,-,914,2,bsmA:yjfN
4416922,4417765,+,844,1,yjfP
4416936,4417765,+,830,1,yjfP
4418511,4418929,-,419,1,ulaG
4418511,4419676,-,1166,1,ulaG
4422181,4424480,+,2300,3,ulaD:ulaF:ulaE
4422236,4424480,+,2245,3,ulaD:ulaF:ulaE
4424450,4424843,-,394,1,yjfY
4425024,4426606,+,1583,4,rplI:priB:rpsR:rpsF
4428015,4428742,-,728,1,ytfB
4428812,4429596,+,785,1,fklB
4428015,4428819,-,805,1,ytfB
4428833,4429596,+,764,1,fklB
4428863,4429596,+,734,1,fklB
4428907,4429596,+,690,1,fklB
4429675,4431318,+,1644,1,cycA
4429729,4431318,+,1590,1,cycA
4429769,4431318,+,1550,1,cycA
4429779,4431318,+,1540,1,cycA
4429811,4431318,+,1508,1,cycA
4431081,4431318,+,238,1,cycA
4436565,4437540,+,976,1,cysQ
4434558,4436629,-,2072,1,cpdB
4436680,4437540,+,861,1,cysQ
4436718,4437540,+,823,1,cysQ
4439133,4439859,+,727,1,ytfK
4438642,4439310,-,669,1,ytfJ
4439412,4439859,+,448,1,ytfK
4438642,4439436,-,795,1,ytfJ
4439510,4439859,+,350,1,ytfK
4439829,4441318,-,1490,1,ytfL
4441283,4442207,-,925,1,msrA
4439829,4442207,-,2379,2,msrA:ytfL
4442222,4448269,+,6048,3,tamB:tamA:ytfP
4442250,4448269,+,6020,3,tamB:ytfP:tamA
4441283,4442262,-,980,1,msrA
4439829,4442262,-,2434,2,msrA:ytfL
4441283,4442304,-,1022,1,msrA
4439829,4442304,-,2476,2,ytfL:msrA
4446630,4448269,+,1640,2,tamB:ytfP
4447422,4448269,+,848,2,tamB:ytfP
4447662,4448269,+,608,2,tamB:ytfP
4447815,4448269,+,455,2,tamB:ytfP
4449067,4449686,-,620,1,ppa
4449067,4449784,-,718,1,ppa
4454576,4455646,-,1071,1,fbp
4455761,4457269,+,1509,1,mpl
4454576,4455765,-,1190,1,fbp
4454576,4455790,-,1215,1,fbp
4457183,4457884,-,702,1,yjgA
4457944,4459899,+,1956,1,pmbA
4457183,4457949,-,767,1,yjgA
4457183,4457969,-,787,1,yjgA
4459042,4459899,+,858,1,pmbA
4460463,4461547,-,1085,1,nrdD
4460463,4462800,-,2338,1,nrdD
4464729,4466210,-,1482,1,treB
4460463,4466210,-,5748,3,nrdD:treC:treB
4464729,4467279,-,2551,2,treB:treR
4464729,4467343,-,2615,2,treR:treB
4470490,4470944,-,455,1,ridA
4470490,4472552,-,2063,4,pyrI:ridA:pyrL:pyrB
4472419,4472552,-,134,1,pyrL
4472419,4473323,-,905,2,pyrL:yjgH
4472419,4474077,-,1659,3,bdcA:yjgH:pyrL
4474095,4475354,+,1260,2,tabA:bdcR
4474713,4475354,+,642,2,bdcR:tabA
4474828,4475354,+,527,1,tabA
4477256,4478344,-,1089,1,argI
4478444,4479034,+,591,1,rraB
4478998,4479531,-,534,1,yjgM
4478998,4479569,-,572,1,yjgM
4480476,4480962,+,487,1,yjgN
4480931,4483927,-,2997,2,valS:holC
4480931,4484273,-,3343,2,valS:holC
4486008,4488441,+,2434,2,lptG:lptF
4486059,4488441,+,2383,2,lptG:lptF
4480931,4486101,-,5171,3,valS:holC:pepA
4480931,4486110,-,5180,3,valS:pepA:holC
4480931,4486137,-,5207,3,valS:pepA:holC
4487365,4488441,+,1077,1,lptG
4487421,4488441,+,1021,1,lptG
4488410,4490084,-,1675,1,yjgR
4495154,4496233,-,1080,1,ahr
4496382,4497967,+,1586,1,leuX
4496573,4497967,+,1395,0,none
4497580,4497967,+,388,0,none
4501837,4502161,+,325,0,none
4502747,4503469,+,723,0,none
4502853,4503469,+,617,0,none
4502087,4503457,-,1371,1,insG
4505729,4506443,+,715,1,yjhC
4507041,4507355,+,315,0,none
4518196,4518691,+,496,1,insA
4518373,4518691,+,319,1,insA
4518379,4518691,+,313,1,insA
4518511,4518691,+,181,1,insA
4519297,4520401,-,1105,1,yjhU
4519297,4520414,-,1118,1,yjhU
4523168,4523685,-,518,1,yjhG
4531886,4532361,-,476,0,none
4531886,4534225,-,2340,3,yjhX:yjhP:yjhQ
4537625,4538902,-,1278,2,nanM:nanC
4540685,4541590,+,906,1,fimB
4542986,4543709,+,724,1,fimA
4549781,4551333,-,1553,1,gntP
4551520,4552855,+,1336,1,uxuA
4551520,4554422,+,2903,2,uxuA:uxuB
4551520,4555393,+,3874,3,uxuA:uxuB:uxuR
4553733,4554422,+,690,1,uxuB
4554479,4555393,+,915,1,uxuR
4556575,4557504,+,930,1,iraD
4556852,4557504,+,653,1,iraD
4574143,4576895,+,2753,0,none
4575270,4576895,+,1626,0,none
4575537,4576895,+,1359,0,none
4576858,4579361,-,2504,2,mcrC:mcrB
4579464,4579917,-,454,1,symE
4580030,4583109,-,3080,2,hsdM:hsdS
4586902,4587904,+,1003,1,mrr
4586915,4587904,+,990,1,mrr
4587865,4589059,-,1195,2,yjiA:yjiX
4587865,4591367,-,3503,3,yjiA:yjiY:yjiX
4589096,4591367,-,2272,1,yjiY
4593319,4593940,-,622,1,yjjL
4593319,4595865,-,2547,2,yjjM:yjjL
4599646,4600162,-,517,1,yjjA
4599646,4600208,-,563,1,yjjA
4599646,4601558,-,1913,3,dnaC:dnaT:yjjA
4599646,4601614,-,1969,3,dnaC:dnaT:yjjA
4605980,4606434,-,455,3,leuV:leuQ:leuP
4607780,4611043,+,3264,4,yjjG:prfC:rimI:holD
4607780,4612345,+,4566,6,rimI:holD:osmY:yjjG:prfC:ytjA
4609357,4611043,+,1687,1,prfC
4609357,4612345,+,2989,3,osmY:ytjA:prfC
4611151,4612345,+,1195,2,osmY:ytjA
4617277,4621665,+,4389,4,deoC:deoA:deoD:deoB
4619269,4621665,+,2397,3,deoB:deoD:deoA
4619566,4621665,+,2100,2,deoD:deoB
4620788,4621665,+,878,2,deoD:deoB
4623041,4624811,-,1771,2,lplA:ytjB
4624825,4628849,+,4025,3,nadR:radA:serB
4624856,4628849,+,3994,3,serB:radA:nadR
4623041,4624870,-,1830,2,lplA:ytjB
4627301,4628849,+,1549,1,nadR
4633670,4634533,+,864,1,ytjC
4633755,4634533,+,779,1,ytjC
4632709,4633772,-,1064,1,yjjX
4634385,4635353,-,969,1,rob
4638222,4639571,+,1350,1,creD
4634385,4638239,-,3855,1,rob
4638962,4639571,+,610,1,creD
4634385,4640595,-,6211,2,arcA:rob
4639540,4640595,-,1056,1,arcA
4634385,4640689,-,6305,2,rob:arcA
4639540,4640689,-,1150,1,arcA
4634385,4640803,-,6419,2,arcA:rob
4639540,4640803,-,1264,1,arcA
4634385,4640815,-,6431,2,arcA:rob
4639540,4640815,-,1276,1,arcA
